"service","date","time","message"
"twitter",2021-07-04,11:07:00,"grabcar gocar ppkm operasi jam ya gue jadwal vaksin jam 17 30"
"instagram",2021-07-31,08:31:00,"air purifier ac ion plasmaclusternya cobain deh udara ruang ah mantab thumbs up beaming face with smiling eyes"
"instagram",2021-07-05,16:09:00,"mari produktif rumah"
"instagram",2021-09-06,17:13:00,"send picture on gym legendsz gym legendsz"
"instagram",2021-10-12,12:47:00,"kurus siksa diet ketat diet bikin pusing kleyengan ganggu aktifitasmu pantang makan takut order jamin rasa khasiat berat badan turun mudah efek samping apa produk aman 100 herbal bpom tunggu guys order backhand index pointing down dm instagram speech balloon whatsapp"
"twitter",2021-07-15,12:40:00,"matchazra terima kasih anteraja jasa kirim kakak bagi alam senantiasa tingkat kualitas layan yuk kirim paket anteraja kakak hepi"
"twitter",2021-09-14,10:45:00,"baseemaheluwa pasukanjihad1 viralkan"
"instagram",2021-08-23,17:01:00,"semangat ya ajar onlen nya kalah semangat lopwuff dog face sih n o gue ya"
"twitter",2021-08-04,20:32:00,"ppkm level 4 panjang padang wako hendri septa plus minus"
"twitter",2021-07-21,15:39:00,"cnnindonesia bandung juara bandung hayu semangat sehat"
"twitter",2021-07-07,08:27:00,"faheemyounus ahli nya dokter menteri investasi ketua ppkm jawa bal salah bukti ahli mancegah virus corona kembang indonesia khawatir tka masuk negara"
"instagram",2021-08-21,06:22:00,"amin"
"twitter",2021-10-09,08:31:00,"survei giat usaha pandemi covid 19 yuk dukung upaya pemulihan ekonomi nasional gambar kondisi dunia usaha pasca terap ppkm partisipasi survei giat usaha pandemi covid 19 bps"
"instagram",2021-07-05,10:50:00,"kerut jidat tengah ppkm solusi tengah pandemi solusi pandemi senyum nikmat hidup kendal kendal"
"twitter",2021-10-18,09:49:00,"anggota koramil 12 bendosari polsek intensif laksana patroli ppkm level 2 menyambangi warga obyek wisata waduk mulur bagi masker menghimbau masyarakat lengah situasi pandemi covid 19"
"twitter",2021-07-12,08:03:00,"twk gawai kpk amanat uu seleksi calon asn ppkm rakyat sehat"
"twitter",2021-07-11,21:06:00,"kalo gabut apa mall ddk strbck bosan pulang ppkm movie maraton crying face"
"twitter",2021-07-05,08:00:00,"rudi mandacan tokoh muda arfak rudi nilai masyarakat sudut pandang paham tuju utama bijak pemberlakuan batas giat masyarakat ppkm pemerintah otsus papua kualitas"
"instagram",2021-10-12,12:12:00,"assalamualaikum alhamdulillah ready stok jilbab instan best seller instan masayu cherry blossom hijab instan bahan jersey super mudah serap keringat cocok daily aktifitas rumah harga kodi 32 000 seri10 34 000 seri3 35 000 ecer 37 000 yuk langsung order habis format order join reselleer backhand index pointing down nama alamat barang order warna cantum cadang warna order wa admin 0895894300419 tyas"
"twitter",2021-07-06,19:17:00,"forkopimda jatim ecek pemberlakuan ppkm darurat jalur udara"
"twitter",2021-07-19,16:55:00,"mbak londoaiue semangat"
"twitter",2021-08-20,15:36:00,"ngafe main meet up mutual twitter dll ppkm banget nongki kafe adakan bedah buku aji beres2 rumah halaman dll mentok kosan rumah being introvert doesn t mean you should rebah doing nothing"
"instagram",2021-07-22,17:06:00,"tni polri pemkot kota lubuklinggau rtmc ditlantaspoldasumsel polantas sumsel polisi linggau sabharalubuklinggau subditkamsel ditlantassumsel polisi linggau hotmansirait293 arifhars irsmm id roadsafety policing dikmaslantaspolri rasirosakorlantas"
"twitter",2021-08-01,12:06:00,"tilik hak masyarakat bijak ppkm matakalteng com kolom opini 20"
"twitter",2021-09-27,10:32:00,"provinsi jawa terap level ppkm wilayah beda level 2 level 3 transisi endemi"
"instagram",2021-08-31,14:16:00,"shalihahwardrobe present by lafiza dress set khimar matterial khimar cerruty hq genuine crystal swarovski austria size dress s 94 138 ama l xl khimar allsize 110 140 rp2 550 000 pesan order wa 62 811 3336 7308 blue heart wa 62 831 1977 5062 blue heart note jastip kirim estimasi h 2 h 6 kerja customer transfer total bayar harga baju plus ongkir usaha enak pakai ibadah tambah saksi amal baik hisab akherat kelak tetangga antum fillah jannah"
"twitter",2021-07-28,20:09:00,"alisyarief tni polisi ikat atur jalan tugas situasi ppkm rakyat tanggung beban berat akibat minim bantu pemerintah mesti peka kondisi lapang salah2 sulit folded hands folded hands"
"instagram",2021-07-17,21:06:00,"pemerintah mall untung lumayan"
"instagram",2021-07-16,14:10:00,"lb new post"
"instagram",2021-09-01,21:16:00,"paid promote harmonie special sell halo sobat burbus waving hand gimana kabar nih hehe moga sehat ya amin burmin kali menawarkan produk bubur instan nih sekedar bubur bantu cegah sembuh stroke iskemik hushed face produk kaya kandung albumin fukoidan omega 3 thumbs up tunggu ayo milik sehat tubuh kuyy simak info lupa mampir g burbus id"
"twitter",2021-07-20,14:53:00,"kapolri jenderal polisi drs listyo sigit prabowo sih panglima tni marsekal tni h sih had tjahjanto sih i p menkes r kepala bnpb kasatgas lepas distribusi bansos ppkm mpp sidoarjo hindar kerumun jaga5m"
"twitter",2021-07-07,15:13:00,"nkcafemalang sehat sehat sehat all crew folded hands"
"twitter",2021-09-06,09:50:00,"ppkm level 4 sat binmas polres jembrana konsisten terap protokol sehat"
"instagram",2021-08-03,20:04:00,"NA"
"twitter",2021-07-30,16:05:00,"kompascom kalo nama mending bebasin ppkm"
"twitter",2021-08-01,18:39:00,"kalo ppkm lanjut level ubah kayak ricis pakai level level"
"instagram",2021-09-20,11:58:00,"mampus"
"twitter",2021-09-10,21:45:00,"turun banget gila asa gue kecewa habis senang telah kesell takut ppkm rencana sekolah offline batal senang banget lihat deh"
"instagram",2021-10-12,09:41:00,"atas jerawat radang bagus tekstur kulit wajah wajib coba masker organik rilopam varian greentea anut nih banget manfaat lho bantu segar kulit bantu bersih melembabkan nutrisi kulit cerah mata panda atas adang jerawat kembal tekstur kulit wajah urang garis halus wajah atas kulit bakar coba nih masker organik rilopam khawatir harga nya jangkau masker organik ter bpom ya smiling face with heart eyes"
"twitter",2021-08-30,09:29:00,"kapolsek pimpin giat apel pagi pas kak spkt i polsek sukodono anggota bko polres lumajang anggota satlantas siap laksana operasi yustisi prokes patuh warga ppkm level 4 wilayah hukum c sukodono lumajang senin 30 08 2021 jam 08 00"
"youtube",2021-09-06,19:55:00,"pandemi distulah ppkm doa moga pandemi cepat"
"twitter",2021-07-29,11:32:00,"polres magelang posko ppkm pasar rakyat tuju ekonomi masyarakat jalan suai protokol sehat prokes komitmen atas pandemi"
"twitter",2021-07-26,10:37:00,"presiden ppkm level 4 lanjut penyesuaian sektor isoter cegah sebar"
"instagram",2021-09-06,20:48:00,"sparkles pintu jalan baik maslahat kunci siap langkah mari ikut giat ppkm muda beda sapa pemudapembeda07 gmail com purple heart ig pemudapembeda fb muda beda blue heart twt muda beda"
"instagram",2021-08-14,06:52:00,"reposted from sedulurpendaki indonesia counterclockwise arrows button naddyanadda kangen banget muncak sobat pendak rasai kayak yuk kangen kangen bareng komen bawah ya person tipping hand female sign tshirt from deerja id yuk kembar person gesturing ok female sign"
"instagram",2021-07-15,20:37:00,"inspirasi red heart thumbs up"
"twitter",2021-08-02,22:10:00,"solusi panjang ppkm"
"twitter",2021-07-18,21:51:00,"ppkm kerja wfh rumah control rs even kalo suami supermarket dibolehin turun tunggu mobil"
"instagram",2021-08-06,10:46:00,"ready open bo ya om person rowing boat"
"twitter",2021-07-15,14:53:00,"mensos pasti butuh nutrisi masyarakat ppkm darurat jokowi lawan pandemi"
"twitter",2021-07-02,23:04:00,"introvertbitjj ohiya ppkm ya"
"twitter",2021-07-05,21:11:00,"yusuf dumdum coba sidak putar lenteng agung habis putar lawan arah 100m ngindarin blokade flushed face"
"instagram",2021-07-26,06:26:00,"here sih our favorit duo that c help minimize pores and tighten your skin lifting glow serum pore away spot treatment sparkles kombinasi lifting glow serum pore away spot treatment bahan utama formulasi khusus encang kerut kecil pori kulit cerah dizzy lifting glow serum sparkles liftonin xpress liftonin xpress bahan aktif 74 encang pori rata kerut 1 jam guna rutin encang kerut tahap hasil permanen kulit sehat cahaya sparkles actosome whitenol bahan cerah baik bukti verifikasi ilmiah korea jepang fungsi menghhambat muncul enzim tirosinase akibat kulit gelap hasil nyata guna rutin 18 suai jurnal dizzy pore away spot treatment sparkles pore away asal ekstrak pohon damar wangi lentisk pistacia lentiscus bantu rangsang produksi kolagen baik struktur kulit rusak kecil ukur pori pori halus scar kulit pemakaian 2 28 sparkles early boost kombinasi bahan aktif aqua glycerin jania rubens extract sodium carrageenan milik sifat anti aging bantu hilang keriput kerut wajah encang kulit hidrasi kulit"
"instagram",2021-08-16,22:37:00,"habis 2021 rakyat nya kasusahan te usaha r biaya hidup pensive face"
"youtube",2021-10-08,14:19:00,"kumsallam"
"twitter",2021-07-05,10:31:00,"poster tera lewat ya stay safe lupa langkah preventif cegah covid 19 narahubung emitha dwi emithaadwisaa 085708364837 dina trivia ardbyy 085706116603 2 3"
"instagram",2021-08-18,13:18:00,"ppkm alam maen arena imagination rc alam main rc moga bertemu seru seru bareng ya rc lovers smiling face with heart eyes r production r r r"
"twitter",2021-08-09,13:28:00,"distribusi beras sekretariat presiden r wilkum polres tasikmalaya terap ppkm level4"
"twitter",2021-09-09,10:14:00,"level ppkm jawa bal turun level 3 atur berlaku beda ppkm level 4 kapasitas transportasi 70 vaksinasi peduli lindung"
"youtube",2021-08-01,11:28:00,"regulasi2 bijak salah pengabil bijak kena sangsi orang kena sangsi bijak"
"twitter",2021-07-25,17:03:00,"vaksin az tahap 1 30 mei 2021 heavy check mark tahap 2 30 agustus 2021 proses moga meleset kira lewat pandemi covid 19 deh sehat waras amin folded hands flexed biceps"
"instagram",2021-07-14,14:57:00,"promo vakum kasur sempat emas nih tanggal 20 juli loh yuk yuk langsung serbu jarang banget adakan promo buru hubung tim atur jadwal tim healthy clean bantu bersih rumah langsung klik link on bio minat chat tim whatsapp laku jadwal rutin rumah bersih sehat"
"instagram",2021-10-15,10:23:00,"dokumentasi giat satu polisi pamong praja kota tangerang selatan camera salam follow us satpolpptangselkota satpolpptangselkota satlinmas tangsel d19"
"twitter",2021-08-23,19:10:00,"ruhutsitompul coba lai ruhutsitompul tanggap berita kau acara hebat bikin malu partai kenal bersih"
"instagram",2021-07-05,12:03:00,"tag teman lo titit imut grinning face with sweat trik rekomendasi biar grinning squinting face 1 pakai teknik jelqing jari jari telunjuk bentuk cincin pangkal mr p dorong jari jari lembut kepala mr p 2 teknik erotis pegang mr p jari pindah kelenjar lepas tuju lancar sirkulasi darah 3 teknik perah sapi perah pijat mr p jari jari telunjuk lembut 4 dapat pandu tutorial video jawabandokter pria pasutri backhand index pointing down backhand index pointing down ejakulasi ukur sperma encer lemah syahwat subur program hamil dll pesan produk ownernya langsung backhand index pointing down jawabandokter ig jawabandokter ig wa 0831 8915 7894 nb khusus pesan dapat harga special"
"twitter",2021-08-16,21:03:00,"ppkm ppkm gue keluyur muluk heran"
"twitter",2021-07-15,00:48:00,"edar informasi media sosial unggah klaim pemberlakuan batas giat masyarakat ppkm darurat panjang tanggal 17 agustus 2021 source"
"instagram",2021-07-08,23:14:00,"follow auto bck"
"twitter",2021-08-18,11:34:00,"spirbinniee ppkm ppkm jogja rame loudly crying face macet sch sepi banget lumayan aman kalo pas jadwal vaksin disanaa"
"twitter",2021-08-23,20:14:00,"radenrauf dagang ane beli bang loudly crying face youtube premium 4bulan 10 ribuu netflix premium 1bulan 30 ribuu"
"twitter",2021-08-05,20:20:00,"btw ppkm tanggal 20 cuman cicil minggu minggu"
"twitter",2021-07-26,21:18:00,"bowosusilo94 yes besok jadwal pasar ah belanja ikan asin"
"instagram",2021-07-22,11:35:00,"spesial menu idul adha tomyam iga saji daging sapi jagung manis tambah nasi sambal merah"
"twitter",2021-07-01,18:37:00,"kabar ppkm pemerintah teges buandel"
"twitter",2021-07-08,16:27:00,"patuh protokol sehat yuk jalan ppkm"
"twitter",2021-08-20,15:35:00,"promo apps prem ppkm 22 agustus heavy check mark full garansi trusted aman fast rep anti jual netflix murah spotify canva premium youtube 5k yutub prem jual viu grammarly disney puan maharani ariel tatum selesai a geraldine tompi pc jungkook minto"
"instagram",2021-08-19,18:59:00,"yuk budaya 3 ajaib hidup hari maaf tolong terima kasih"
"twitter",2021-07-26,21:47:00,"oposisicerdas mundur ganti"
"instagram",2021-08-10,18:10:00,"blue heart blue heart blue heart cekidot gaes tokolasvegas ketintang yuk dapat tumbler led temperature stainless exclusive 4 orang untung rules 1 follow ig tokolasvegas ketintang toko lasvegas 2 spam like postingan 3 comment jawab banyak tag minimal 5 teman postingan 4 periode giveaway 10 sih 22 agustus 2021 umum menang tanggal 23 agustus 2021 instagram tokolasvegas ketintang putus menang ganggu gugat"
"twitter",2021-10-14,15:43:00,"nielkim23 kak kim lega kak kim bikin panik buru loudly crying face loudly crying face loudly crying face"
"twitter",2021-09-26,19:57:00,"ppkm panjang bansos tunai setop iwan sumule percaya rezim sontoloyo"
"twitter",2021-08-23,12:42:00,"ppkm panjang mikro selebriti"
"instagram",2021-08-07,13:21:00,"quiz 2 winner selamat siang metro friends undi menang nih menang nya selamat syelannada smiling face with smiling eyes proses cair hadiah team hubung dm ya ok hand menang giveaway pilih random pasti like follow post instagram story ya smiling face with smiling eyes menang penuh kualifikasi merespon dm 1 kali 24 jam re draw ya smiling face round pushpin metro pasar jl kak h samanhudi jakarta pusat"
"twitter",2021-08-16,12:25:00,"dukung ppkm level 4"
"instagram",2021-07-05,10:00:00,"lom kereta noh crying face crying face"
"twitter",2021-07-17,15:48:00,"ppkm pramesthi pengin kelon mikey"
"twitter",2021-09-27,15:19:00,"ppkm jawa bal panjang 4 oktober penyesuaian aktivitas masyarakat ppkm transisi endemi"
"twitter",2021-08-12,20:41:00,"loldep hri2 mya ppkm jilid 3"
"instagram",2021-08-16,18:41:00,"pimpin cabang gerak muda ansor kabupaten sukabumi selamat ualang republik indonesia 76 indonesia tangguh indonesia tumbuh ansor gp ansor ansorjabar deniahmadhaidar fzayyid peace gove"
"instagram",2021-08-24,18:37:00,"tempat sekat an biso vaksin ya min"
"twitter",2021-07-26,10:33:00,"tribrata rl isoter cegah sebar wus"
"twitter",2021-07-16,20:48:00,"ppkm panjang wes indak kuat"
"twitter",2021-07-09,07:41:00,"dukung lanjut otsus papua gulir masyarakat ppkm basmi covid rri cowok id jayapura daera"
"instagram",2021-10-24,19:49:00,"rezeki iring ikhtiar ikhtiar bareng doa red heart moga aamiinn doa sahabat lancar rezeki nikmat umur sehat aamiinn allahumma aamiinn"
"youtube",2021-08-11,22:30:00,"ppkm longgar ganjil genap laku atur guna transportasi dki jakarta terap panjang ppkm level 4 terap ganjil genap ruas jalan dki jakarta kamis 12 agustus 2021 6 pagi 8 malam sertifikat vaksin syarat jalan elaborasi mayfree syar dialog kepala nas hubung dki jakarta syafrin liputo dewan pakar ikat ahli sehat masyarakat hermawan saputra sambung zoom program cnn connected"
"instagram",2021-08-01,15:20:00,"untung ganti nama face with tears of joy"
"youtube",2021-10-03,23:28:00,"jos bro"
"twitter",2021-07-25,11:15:00,"signaturechs ah iya shit gue ingetnya 2019 mulu loudly crying face 2020 maret psbb"
"twitter",2021-08-23,10:05:00,"anakpapihcasper hooh"
"twitter",2021-07-12,10:42:00,"polresta solo revisi atur ppkm pemerintah tiada giat agama tutup rumah 15"
"twitter",2021-07-03,23:53:00,"ppkm pengin peluk mas"
"twitter",2021-07-04,19:49:00,"tinjau ppkm darurat asal laksana vaksinasi massal ppkm"
"twitter",2021-09-15,11:53:00,"mampedd txtdrpemerintah kondisi makam sunan drajat lamongan ppkm youtu be myag d3wdpy"
"twitter",2021-09-03,14:01:00,"dokumen jalan siap terbang batik air ppkm 6 september 2021 lengkap syarat tes covid 19 mudah bit ly pesantescovid sih you"
"twitter",2021-07-14,00:28:00,"hina tugas ppkm darurat medsos 33 warga banjarwaru kabupaten lumajang aman tugas unit oprasional satreskrim polres lumajang efm"
"instagram",2021-07-23,13:39:00,"kangen makan minum snacking lippo malls order via delivery takeaway restaurant favorit lippo malls loh banget promo promo tarik lho plus kalo transaksi min rp50 000 tenant suka lippo malls self earning struk belanja extra 10 poin styles double untung smiling face with heart eyes tunggu yuk pesan lippo malls red heart takeawaydeals"
"twitter",2021-07-09,14:22:00,"pengin dieng dua xixi habis ppkm gass kali ya"
"twitter",2021-07-22,10:25:00,"polrespklkota 29"
"twitter",2021-07-10,21:58:00,"mc haribo98 enak sih nampaknya cuman berkat ppkm curiga tutup"
"instagram",2021-10-19,01:47:00,"ppkm poker pelangi menang maksimal yuk rumah manfaat gadgetmu hasil tambah sulit pandemi covid 19"
"twitter",2021-07-29,11:58:00,"tingkat bareng optimisme bidang hidup masyarakat masyarakat dukung bijak pemerintah patuh protokol sehat ppkm ikut vaksinasi"
"instagram",2021-07-15,07:27:00,"terus usaha hasil serah tuhan doa moga sehat bahagia follow support akun jokowipedia ganjar pranowofanbase ganjar pranowofans ganjarpranowo ri1"
"twitter",2021-08-12,21:30:00,"treasuremenfess 3 banget teume exo l kemarin rencana ketemu rayain anniv trejo plus exo l gajadi ppkm plus beda dom loudly crying face loudly crying face"
"twitter",2021-07-08,11:05:00,"biar tau peran pemerintah daeerah optimal ppkm darurat yuk saksi live instagram golkar2024 kamis 8juli 2021 14 00 wib"
"twitter",2021-08-13,12:29:00,"anggota bhabinkamtibmas polsek anjatan giat posko ppkm mikro darurat level 3 posko desa anjatan utara"
"instagram",2021-08-23,21:06:00,"hahahaha puyeng banget indonesia pindah indomar t clapping hands"
"instagram",2021-10-03,10:46:00,"jawab a white heavy check mark lestariialusu rinadaisy langit 22"
"twitter",2021-08-03,16:41:00,"kemarin malam jam 12an gue bm sate pas kang sate langgan buka deh tutup jam 10an tumben sate nya mas habis loudly crying face serius deh kalo duit beli jual dagang kaki bantu banget"
"twitter",2021-09-02,21:48:00,"tpplwkindneess sip"
"twitter",2021-07-28,16:14:00,"ppkm kerja pagi sore"
"instagram",2021-07-26,22:06:00,"lb ruthsaru"
"twitter",2021-08-02,13:56:00,"dine nih diskon 25 fenomena cafe berlanjot yak sok atuh mari face blowing a kiss"
"instagram",2021-09-28,09:29:00,"sheaf of rice sheaf of rice kencana ungu label biru sheaf of rice sheaf of rice longdress 40 lengan rayon santung ld 120 pb 135 idr 85k lokasi klaten kota order wa me 6285729090531 lupa follow ig sandang emakk biar promo tarik minggunyaa ya"
"twitter",2021-09-06,20:35:00,"anissabayu88"
"twitter",2021-07-09,14:44:00,"polri masyarakat kerja usaha patuh atur ppkm darurat 20 juli 2021 aktivitas patuh prokes5m"
"instagram",2021-08-25,13:26:00,"pemerintah wajib turun tang bantu"
"twitter",2021-08-23,19:33:00,"moga umur panjang ppkm"
"twitter",2021-08-28,21:04:00,"akira ppkm pikir ya face with tears of joy dibalsemin"
"instagram",2021-07-05,13:50:00,"ppkm promo rp 200 pc makan resto ya delivery sehat selamat ya jaga higienis meghindari resiko sakit gunain sendok plastik warna steril bina anugerah ya milik binis take away food beverage yuk sayang langgan serta sendok steril bina anugerah ya lawan pandemi moga cepat amin sedia aneka sendok garpu sedot steril wrapping film bungkus plastik telephone info mesan hubung wa via link bio ya"
"twitter",2021-07-15,11:38:00,"mazzini gsp lihat video live facebooknya suami istri live makan cabe datang tertib ppkm sih istri pakai tanktop item diambilin daster ppkm negur singgung sih istri"
"twitter",2021-10-16,13:23:00,"hideme aby"
"twitter",2021-08-13,23:44:00,"pengin cari distraksi bingungg apa gawe h gue tres nya pas ppkm sih"
"twitter",2021-07-20,08:18:00,"radioelshinta panjang batas dagang vaksin bawa counter vaksin"
"instagram",2021-07-19,19:38:00,"idul adha raya semangat kurban harap ampun teguh iman team putar brebes selamat raya idul adha mohon maaf lahir batin folded hands folded hands"
"twitter",2021-08-31,00:04:00,"kalo panjang hubung pp bagus ya ppkm panjang"
"twitter",2021-07-12,14:06:00,"s coupx dilolosin ppkm lurah relieved face"
"twitter",2021-07-01,17:22:00,"dukung nih laksana ppkm mikro sehat ya"
"youtube",2021-07-05,08:36:00,"ppkm darurat kendara upaya terobos sekat fokus ppkm darurat batas wilayah jakarta tangerang tepat jalan da mogot kalideres kendara terobos jaga tugas macet hindar guna jalan henti bujuk tugas boleh lintas tonton tayang lengkap indosiar vidio com klik indosiar sosial media ya indosiar mania r r facebook bit ly fbindosiar r twitter bit ly twindosiar r instagram indosiar"
"twitter",2021-07-24,13:30:00,"elbenny 10 patuh patuh pemerintah tanggung perihal makan bos bangs t bos bicara nkri bos kelompok"
"instagram",2021-07-05,15:07:00,"cie bareng mantan loudly crying face 2hari rasai sepi kedendirian nih tenang butuh mantan cuman butuh balikin mood face blowing a kiss tag teman galau ppkm chat sih doi ya smiling face follow us koberbar koberbar"
"instagram",2021-07-07,16:27:00,"wes sabar melu atur nek kabeh melu atur ruwet nisan"
"twitter",2021-08-02,19:15:00,"leo edw astaghfirullah"
"youtube",2021-09-24,19:51:00,"mantap banget goy lu keren banget goy"
"twitter",2021-07-03,17:02:00,"giat malang urus proker hmj ya ngegym ih ppkm hancur anjir bosan kosan pulang kagak"
"twitter",2021-07-02,07:17:00,"instruksi kapolri polisi jelang ppkm darurat"
"twitter",2021-07-22,10:37:00,"sulit jalan pandemi polri tinggal diam langsung ambil langkah bantu masyarakat bantu sosial sembako terap ppkm level4"
"twitter",2021-07-20,22:20:00,"desta80s janmesinuraya medical issues om en banget ngejar vaksin asli"
"instagram",2021-07-25,19:55:00,"f"
"instagram",2021-09-29,18:01:00,"dizzy cinta ajar mejam erti jelas alas beli properti investasi sektor untung hati investasi properti 1 tinjau langsung lokasi 2 cek risiko intai properti beli 3 hitung potensi kembang 4 periksa surat surat legalitas 5 periksa luas batas batas 6 lupa surat akad jual beli speaker high volume hot deal phase 2 round pushpin kavling terasering 48 juta 80m2 utopia land desa buana jaya c tanjungsari kabupaten bogor ayo pasti investor cerdas pilih produk properti utopia land pilih investasi bisnis lahan kavling tabebuya premium lokasi super strategis harga jangkau website agung utopia land 0813 8044 8414 telephone receiver wa me 6281380448414 wa me 6281380448414 sparkling heart agen resmi pemasaran utopia land phase 2 wonderful tabebuya"
"instagram",2021-08-09,20:31:00,"oh"
"youtube",2021-07-06,13:33:00,"onok ppkm pkok pemerintah bendino nyangoni 200rb atur sulit orang"
"instagram",2021-09-08,15:58:00,"tanggal 20 zona merah ya crying face"
"twitter",2021-09-07,20:53:00,"gubernur bal izin mal daya tarik wisata dtw daerah buka syarat"
"twitter",2021-07-22,01:38:00,"indostruggles variasi level"
"twitter",2021-08-13,01:43:00,"teman teman info sumbang mana usaha fnb niat sumbang makan warga isoman anak kos an halang pulang kampung ppkm folded hands maaf oot"
"twitter",2021-08-24,17:37:00,"17 35 polri sat lantas jakpus filterisasi kendara sistem ganjil genap gage tl harmoni jakarta pusat rangka ppkm situasi arus lintas pantau ramai lancar"
"twitter",2021-09-19,06:59:00,"ya selamat pagi thumbs up"
"twitter",2021-07-06,20:22:00,"mbahndi sih no work no pay"
"twitter",2021-08-20,22:31:00,"efek"
"instagram",2021-09-24,15:22:00,"hmm enak banget crying face"
"instagram",2021-10-23,11:33:00,"ppkm level2 polres pulau ribu polsek jajar pandu warga scan barcode aplikasi peduli lindung dermaga datang sabtu 23 10 2021"
"instagram",2021-10-05,10:56:00,"anak anak 12 terbang bantu info min thank you"
"instagram",2021-07-20,07:44:00,"hai enteners raya idul adha 1442 h qurban taqarrub dekat moga ibadah qurban laku jadi dekat nya ketaqwaan folded hands aamiin ya robbal aalaamin selamat syukur raya idul adha 1442 h salam enten wine glass"
"twitter",2021-08-14,09:46:00,"bogorfess kaya ppkm jalan gage sih"
"twitter",2021-07-19,18:27:00,"orang orang rencana shalat ied jama ah rumah tau ppkm shalat rumah urang islam gengs ppkm ente langgar langgar deh kelar covid flushed face"
"twitter",2021-07-29,21:10:00,"xvidgmbk kadrun ya"
"instagram",2021-07-26,11:23:00,"lanjutkeun kakak"
"youtube",2021-07-24,14:15:00,"giat vaksinasi salur sembako ppkm daerah kabar siang tvone jakarta pemerintah kabupaten gunungkidul daerah istimewa yogyakarta y vaksinasi covid 19 kawasan objek wisata jumat 23 7 2021 nas sehat kabupaten gunungkidul vaksinasi kawasan pantai ngobaran kapanewon saptosari puluh anak butuh khusus siswa sekolah slb kemala bhayangkara 1 trenggalek terima suntik vaksin covid 19 vaksinasi bareng anak jatuh jumat 23 7 2021 anak anak vaksin siswa sekolah dasar sekolah tengah usia 12 saksi live streaming tvone"
"twitter",2021-07-23,02:51:00,"bm tonton tunjuk wayang ppkm"
"twitter",2021-09-18,14:38:00,"caratstalk pas ppkm bubur larang keras"
"twitter",2021-07-09,14:02:00,"kapolri edukasi masyarakat bijak ppkm darurat strategi nek mobilitas masyarakat aktivitas patuh prokes5m"
"instagram",2021-08-01,22:24:00,"iki wes umumno onok varian anyar delta plus ya ora pijet face with medical mask"
"instagram",2021-09-06,21:43:00,"payudara pusat hati gimana payudara kencang bukti payudara salah tubuh wanita payudara indah tarik idam wanita payudara kencang idam suami pasang mata iri payudara montok selebriti payudara kencang pusat hati payudara kencang free consultation contact now mobile phone with arrow wa 082363568332 bm"
"instagram",2021-09-16,23:25:00,"rekor indonesia 4 juta covid 19 tambah 3 145 covid 19 face screaming fear face screaming fear face screaming fear kembang covid 19 indonesia update kamis 16 september 2021m 09 safar 1443h 19 face with medical mask face with medical mask face with medical mask"
"twitter",2021-07-11,20:47:00,"kakak sih orang kemaren2 ngajakin main mulu banget ppkm tolak sih orang sakit"
"twitter",2021-07-11,00:55:00,"nicho silalahi jokowi emoh mundur paksa kali ya"
"instagram",2021-08-28,14:14:00,"shucai"
"twitter",2021-09-27,20:23:00,"hyejinniehwang maaf ppkm maksimal 2 orang victory hand disappointed face"
"instagram",2021-07-21,16:49:00,"menteri koordinator maritim investasi menko marves koordinator ppkm darurat luhut binsar pandjaitan bocor konsep kendali covid 19 indonesia 26 juli 2021 luhut ppkm darurat 25 juli 2021 istilah pemerintah luhut pemerintah ganti ppkm darurat istilah level 1 4 jalan kategori level 1 level 2 level 3 level 4 ppkm darurat luhut pakai istilah darurat pakai level luhut ppkm darurat laksana 3 juli 2021 panjang buah hasil klaim jawa bal angka tular turun level 4 lihat masuk level 3 level 3 bawah level 4 mudah mudah langsung masuk tunggu depan papar info lengkap baca kabarsiger com klik link bio"
"twitter",2021-07-06,20:18:00,"cttndmkrs krisis percaya masyarakat"
"twitter",2021-07-21,12:54:00,"cepat ppkm potong rambut"
"instagram",2021-08-11,19:32:00,"hayoo sih kenal brand scarlett hmm coba nih serum nya kalo coba yuk order produk link bio instagram ayo cantik ay beautycosmetic ay beautycosmetic ay beautycosmetic"
"twitter",2021-07-11,11:04:00,"seunggirls ppkm"
"instagram",2021-09-23,07:38:00,"serial teknologi dajjal chip implan tang manusia teknologi chip tang mustahil simak video laptop computer follow investigasi 101 7 ncovid19"
"twitter",2021-07-20,20:02:00,"liputan6dotcom apa istilah ppkm psbb corona hilang bumi virus mrupakan mhluk hidup brmutasi mnusia sehat kuat survive sleksi alam brlaku virus trkendali mnusia lemah mati ayo terapkn pola hidup sehat"
"instagram",2021-08-09,14:47:00,"hidup cinta canda tawa hadiah nilai anak anak pt aulian kreasi gemilang our products main edukasi auliankidstore buku edukasi aulianbookstore makan auliancookiesfactory olike lampung olikelampung inacookies lampung inacookieslampung website toko jl kepodang vb 11 no 1c beringin raya kemiling bandar lampung google maps page auliankidstore layan beli retail grosir open reseller agen ya mom sih freeongkir bandar lampung kota more info dm wa 0813 7960 0399 our products sedia bbukalapak tokopedia blibli com lazada shopee sip dapat disckhusus beli via shopee tokopedia bukalapak"
"twitter",2021-08-09,11:52:00,"ridwanhr buka cab 1 joint teman kena phk psbb beli alat kerja paksa tunda teman gue kerja ada warung pecel lele orang"
