service,date,time,message,label
instagram,8/6/2021,10:46:00,"Ready open BO ya om,\n\n#raftingsungaielo #raftingcitarik #raftingprogo #rafting<U+0001F6A3> #raftingjogja #raftingmalang #raftingadventure #raftingbogor #raftingtrip #raftingsonga #raftingelo #raftingmagelang #rafting #raftinggram #raftingpangalengan #jogja #idulfitri2021 #jakarta #ppkm #wistajogja #kantor #works #office #university #magelang #sekolah #isaalmasih #hitskekinian #tv #radio #ppkm",NA
twitter,7/15/2021,14:53:00,Mensos Pastikan Kebutuhan Nutrisi Masyarakat Selama PPKM Darurat.\n\n@jokowi Lawan Pandemi https://t.co/x7t22fLBCx,NA
twitter,7/2/2021,23:04:00,@introvertbitjj Ohiya ppkm ya,NA
twitter,7/5/2021,21:11:00,"@yusuf_dumdum Coba sidak diputaran balik lenteng agung, habis putar balik malah lawan arah+- 100M ngindarin blokade<U+0001F633>",NA
instagram,7/26/2021,06:26:00,"Here's to our favorit duo that can help to minimize pores and tighten your skin; Lifting Glow Serum & Pore Away Spot Treatment! \n\n<U+2728><U+2060> <U+2060> Setiap kombinasi Lifting Glow Serum dan Pore Away Spot Treatment punya bahan utama yang diformulasikan khusus untuk mengencangkan kerutan dan mengecilkan pori serta membuat kulitmu semakin cerah! <U+2060> <U+2060> \n\n<U+0001F4AB> Lifting Glow Serum:<U+2060>\n <U+2728>Liftonin Xpress: Liftonin Xpress merupakan bahan aktif yang 74% dapat mengencangkan pori dan meratakan kerutan dalam waktu 1 jam, dan dengan penggunaan yang rutin dapat mengencangkan kerutan secara bertahap namun hasil dapat permanen, sehingga kulit tampak sehat bercahaya.<U+2060>\n\n <U+2728>Actosome Whitenol: merupakan bahan pencerah terbaik yang terbukti dan diverifikasi secara ilmiah di Korea dan Jepang. Berfungsi untuk menghhambat munculnya enzim tirosinase yang mengakibatkan kulit gelap. Hasil tampak nyata setelah penggunaan rutin selama 18 hari sesuai jurnal.<U+2060>\n\n <U+2060> <U+0001F4AB> Pore Away Spot Treatment<U+2060>\n <U+2728> Pore Away: perasal dari ekstrak pohon damar wangi atau lentisk (Pistacia lentiscus) yang dapat membantu merangsang produksi kolagen, memperbaiki struktur kulit yang rusak, dan Mengecilkan ukuran pori-pori dan menghaluskan scar di kulit dengan pemakaian 2% dalam 28 hari<U+2060>\n\n <U+2728> Early Boost: merupakan kombinasi bahan aktif Aqua, Glycerin, Jania Rubens Extract, dan Sodium Carrageenan. Memiliki sifat anti-aging sehingga dapat membantu menghilangkan keriput dan kerutan wajah serta mengencangkan kulit dengan cara menghidrasi kulit sampai ke dalam.<U+2060> <U+2060> \n\n #msglow #msglowbeauty #skincare #PPKMMSGLOW #PPKM #bundling #serum #spottreatment #koreanskincare #kbeauty #glowingskin #byepores #byewrinkles #ppkm",NA
instagram,8/16/2021,22:37:00,"sampe abis taun 2021 mungkin,. atau smpe rakyat na kasusahan te bisa usaha ker biaya hidup..<U+0001F614>",NA
youtube,10/8/2021,14:19:00,Kumsallam dong,NA
twitter,7/5/2021,10:31:00,"dapat dilihat pada poster yang tertera.\n\nJangan sampai terlewatkan, ya! Stay safe dan jangan lupa melakukan langkah preventif pencegahan COVID-19!\n\nNarahubung :\nEmitha Dwi (emithaadwisaa / 085708364837)\nDina Trivia (ardbyy. / 085706116603)\n\n(2/3)",NA
instagram,8/18/2021,13:18:00,PPKM \nPunya\nPengalaman \nKetika \nMaen \nDi arena  Imagination RC...\n\nAda yang pernah dan punya pengalaman main RC di sini....? \nSemoga kita bisa segera bertemu kembali dan seru-seruan bareng lagi  ya RC Lovers....<U+0001F60D>\n\n#imaginationrc2020 #imaginationrc\r\n#evansproduction #evans.production\r\n#rc #rccar #rcarena #rcadventure  #rcindonesia #rcjeep #rcadventureindonesia\n#fun #adventure #edutaiment #edukatif\r\n#kidsedutaiment #funkids #hobby\r#playkids #playkidsexplorer #rcalatberat #qualitytime \n#rchobby #kidsplay #ppkm,NA
twitter,8/9/2021,13:28:00,PENDISTRIBUSIAN BERAS DARI SEKRETARIAT KEPRESIDENAN RI DI WILKUM POLRES TASIKMALAYA.\n#DistribusiTepatSasaran\nPenerapan PPKM Level4 https://t.co/ynVtD2d1ts,NA
twitter,9/9/2021,10:14:00,"Level PPKM Jawa Bali saat ini sudah turun di level 3, dengan demikian beberapa aturan yang berlaku tentu berbeda dari PPKM level 4 seperti kapasitas transportasi umum yang sudah 70 %\n#PolriEdukasiProkes\nVaksinasi Peduli Lindungi https://t.co/gks39DJV49",NA
youtube,8/1/2021,11:28:00,"Jika ..... Regulasi2 yg ada ternyata &quot;kebijakan yg salah&quot;, apakah para pengabil kebijakan itu kena &quot;sangsi&quot; seperti org yg kena sangsi krn kebijakan itu????",NA
twitter,7/25/2021,17:03:00,Vaksin AZ:\n\nTahap 1: 30 Mei 2021 <U+2714><U+FE0F>\n\nTahap 2: 30 Agustus 2021 dalam proses.\n\nSemoga bisa dapat dan gak meleset dari perkiraan serta bisa melewati pandemi Covid-19 deh.\n\nTetap sehat tetap waras!!!\n\nAmin <U+0001F64F><U+0001F923><U+0001F4AA>\n\n#PapaEko\n#WFH\n#PPKM\n#AyoVaksin \n#IndonesiaBangkit https://t.co/NVpZxZMgng,NA
instagram,7/14/2021,14:57:00,"Kapan lagi dapet promo vakum kasur?? Kesempatan emas nih, hanya sampai tanggal 20 juli saja loh. \n\nYuk yuk langsung serbu, kita bakal jarang banget adain promo begini.\nBuruannnnnnnnnnn \nHubungi tim kita sekarang dan atur jadwal yang tepat. \n\nTIM HEALTHY CLEAN SIAP MEMBANTU MEMBERSIHKAN RUMAH ANDA!!!!! \n\nLangsung klik link on bio jika anda berminat chat dengan tim kita di whatsapp dan lakukan penjadwalan rutin agar rumah anda tetap bersih dan sehat. \n\n#bebasdebu #bebastungau #rumahbersih #keluargasehat #keluargabahagia #anticovid19 #homeservice #jasavacuummedan #vakumterbaik #vakumterbaik #vakumsofa #vakumkasur #vakumgordyn #promo #ppkm #sedotdebu #ppkm",NA
instagram,10/15/2021,10:23:00,Siap mendokumentasikan seluruh kegiatan Satuan Polisi Pamong Praja Kota Tangerang Selatan #cekrek<U+0001F4F7>\n\nSalam #prajawibawa\n==================\nFollow us:\n@satpolpptangselkota \n@satpolpptangselkota\n@satlinmas.tangsel\n===================\n#ponxxpapua2021 #juara #tarungderajat #pekanolahraganasional #atletsatpolpptangsel #covi<U+0307>d19 #2021 #gardaterdepan #satpolpptangsel #satlinmastangsel #gagakhitam #urc #trantibum #sda #satpolppindonesia #penegakperda #ppns #perangkatdaerah #psbbtangsel #tangseljuara #patroli #psbb #psbbtangsel #semangat #tangsel #banten #indonesia #psbb,conscientiousness extraversion
twitter,8/23/2021,19:10:00,@ruhutsitompul Coba lai @ruhutsitompul.. Tanggapi donk berita ini. Kan kau pengacara hebat! Jangan bikin malu partaimu yg terkenal PALING BERSIH https://t.co/qagdjVRvN1,NA
instagram,7/5/2021,12:03:00,"TAG TEMEN LO YANG TITITNYA IMUT <U+0001F605>\n\nBerikut<U+00A0>Trik Rekomendasi  Biar Makin Besar<U+0001F606>\n\n1. Pakai teknik jelqing\n\nGunakan ibu jari dan jari telunjuk untuk membentuk cincin di sekitar pangkal Mr P Anda. Dorong jari-jari Anda dengan lembut sampai kepala Mr.P\n\n2. Teknik erotis\n.\nPegang Mr P dengan jari dan pindahkan hingga kelenjarnya, lalu lepaskan. Tujuannya jelas dapat melancarkan sirkulasi darah\n\n3. Teknik perah\n\nSama seperti cara sapi diperah, pijat Mr P Anda dari bawah ke atas. Anda dapat menggunakan ibu jari dan jari telunjuk untuk dengan lembut, \n\n4. Dapatkan panduan serta tutorial videonya bersama @jawabandokter.\n.\nUntuk para PRIA atau PASUTRI yang punya Masalah <U+0001F447><U+0001F447>\n \n* Ejakulasi Dini \n* Ukuran\n* Sperma Encer\n* Lemah syahwat\n* Kesuburan \n* Promil Dll..\n\nPesan Produknya sekarang juga dengan OWNERNYA langsung <U+0001F447>\n.\njawabandokter.ig\njawabandokter.ig\n\nWa : 0831.8915.7894\n\nNB : ( KHUSUS YANG PESAN HARI INI DAPATKAN HARGA SPECIAL )\n\n#ppkm #bandung #jakarta #rumahsakit #viral #tiktok #surabaya #tanggerang #cirebon #madura #suramadu #pati #lombok #bisnis #karyawan #bca #bni#lippo #ppkm",NA
twitter,8/16/2021,21:03:00,Ppkm ga ppkm gue keluyuran muluk heran,NA
twitter,7/15/2021,00:48:00,Beredar informasi di media sosial sebuah unggahan yang mengklaim bahwa Pemberlakuan Pembatasan Kegiatan Masyarakat (PPKM) Darurat akan diperpanjang hingga tanggal 17 Agustus 2021.\nSource : https://t.co/rXBsnjOsR2\n\nhttps://t.co/GVKZgpWEwn https://t.co/Dnyc53pcNM,NA
instagram,7/8/2021,23:14:00,Follow auto bck,NA
twitter,8/18/2021,11:34:00,@spirbinniee ppkm ga ppkm jogja tetep rame <U+0001F62D> macet pula gajelas.. tapi sch sepi bgt kok jadi mayan aman.. kalo pas engga ada jadwal vaksin disanaa..,extraversion neuroticism
twitter,8/23/2021,20:14:00,@radenrauf Sampai dagangan ane ada yang beli bang<U+0001F62D>\n\nYOUTUBE PREMIUM 4BULAN HANYA 10 RIBUU!\nNETFLIX PREMIUM 1BULAN HANYA 30 RIBUU!\n\nhttps://t.co/dc9ktoH9pz,NA
twitter,8/5/2021,20:20:00,btw masa katanya ppkm sampe tanggal 20 cuman dicicil aja seminggu seminggu https://t.co/jRc1yxj2kH,NA
twitter,7/26/2021,21:18:00,"@bowosusilo94 Yes,besok jadwal ke pasar ah,mau belanja ikan asin<U+0001F970>",NA
instagram,7/22/2021,11:35:00,SPESIAL MENU IDUL ADHA\n\nTOMYAM IGA\n\nSajian Daging Sapi dengan Jagung Manis ditambah Nasi serta sambal merah\n\n#staysafe #stayhealt #reverdose #reverdoseeateryandmusicplace #musicplacegarut #musicplacegarut #caferestogarut #caferesto #musicplacegarut #ppkm #ppkmdarurat #jawabali #ppkm,NA
twitter,7/1/2021,18:37:00,"Kabar PPKM di awal bulan, \npemerintah kurang teges apa kita, yg emg buandel.??????",NA
twitter,7/8/2021,16:27:00,Kite patuhi protokol kesehatan yuk lahhh sama jalanin Ppkm dengan baik #pesanairlangga https://t.co/8mvHqEk38c,NA
twitter,8/20/2021,15:35:00,"PROMO APPS PREM PPKM SAMPAI 22 AGUSTUS <U+0001F91F><U+0001F91F> \n\n<U+2714><U+FE0F> FULL GARANSI, trusted, aman dan fast rep\n\nt jual netflix murah mana spotify canva premium youtube 5k yutub prem ada yang jual viu grammarly disney+ puan maharani ariel tatum selesai anya geraldine tompi pc jungkook minto #zonauang https://t.co/c7XVJ2iqE2",NA
instagram,8/19/2021,18:59:00,"Yukk mulai sekarang budayakan dengan mengucapkan 3 kata ajaib ini dalam kehidupan sehari-hari. \nMaaf, tolong & Terima kasih <U+0001F970>\n\n#ayamgorengmedan #kulinerjakartabarat #jajananenak #pempekcuko #jktfoodbang #makanenak #pempekvakum #pempekviral #jualanku #pempekonline #ppkmlevel4 #ppkmdiperpanjang #jualmakanan #ppkmlevel4",NA
twitter,7/26/2021,21:47:00,"@OposisiCerdas Mundur, gantinya siapa..???",NA
instagram,8/10/2021,18:10:00,"<U+0001F499><U+0001F499><U+0001F499>\nCekidot gaesss..\n#Repost @tokolasvegas_ketintang\n...\nYuk jawab dan Dapatkan Tumbler Led Temperature Stainless Exclusive untuk 4 orang yang beruntung\nRULES :\n1. Follow IG @tokolasvegas_ketintang dan @toko_lasvegas ,\n2. Spam Like postingan kami\n3. Comment <U+0093>Jawabanmu<U+0093> sebanyak-banyaknya & Tag minimal 5 teman kamu di postingan ini\n4. Periode Giveaway 10 s/d 22 Agustus 2021\n.\nPengumuman pemenang tanggal 23 Agustus 2021 di Instagram @tokolasvegas_ketintang keputusan pemenang tidak dapat di ganggu gugat.\n\n#giveawayhijab #giveawaygamis #gratistumblr #giveawayindo #giveawayindonesia #giveawayagustus #giveawayagustus2021<U+00A0>#giveawayterbaru #kuisinstagram #infogiveawayindonesia #ppkmdarurat #giveawaytumblr #ppkmdarurat",NA
twitter,10/14/2021,15:43:00,@NielKim23 Kak kim aku baru lega dan kak kim bikin aku panik lagi. Udah ga keburu <U+0001F62D><U+0001F62D><U+0001F62D>,NA
twitter,9/26/2021,19:57:00,"PPKM Diperpanjang Tapi Bansos Tunai Disetop, Iwan Sumule: Sampai Kapan Percaya Rezim Sontoloyo Ini?\n\nhttps://t.co/36b5w0CAdJ\n\n#PKIPembunuhPancasila\n#PKIPembunuhPancasila",NA
twitter,8/23/2021,12:42:00,ppkm diperpanjang sampe kalian jadi mikro selebriti,NA
instagram,8/7/2021,13:21:00,"(QUIZ 2 -WINNER) \n\nSelamat siang para Metro Friends!\nSetelah melalui undian pemenang, kita dapat nih pemenang nyaa selamat untuk @syelannada <U+0001F60A> Untuk proses pencairan hadiah, team kami akan menghubungi melalui DM yaa<U+0001F44C> \n*Untuk Pemenang giveaway ini di pilih secara random dan pastikan sudah like, follow dan post di Instagram Story kamu yaa<U+0001F60A>\n*Jika pemenang yang tidak memenuhi kualifikasi / tidak merespon DM kita 1 x 24 jam akan kami Re-draw yaa <U+263A><U+FE0F>\n\n<U+0001F4CD>METRO PASAR BARU\nJl. K. H. Samanhudi \nJakarta Pusat\n\n#PasarbaruJakarta #MetrosunterPlaza #Melawaiplaza #Explorejakarta #Jktinfo #MetroShop #newnormal #psbb #giveawayindonesia #giveawayindo #giveawayjakarta #giveawaypulsa #giveawayhadiah #psbb",NA
twitter,8/16/2021,12:25:00,Mendukung PPKM level 4 https://t.co/X6Uu8rdqrn,NA
instagram,7/5/2021,10:00:00,Lom yg naik kereta noh...<U+0001F622><U+0001F622>,NA
twitter,7/17/2021,15:48:00,PPKM: Pramesthi Pengen Kelon sama Mikey,NA
twitter,9/27/2021,15:19:00,PPKM jawa bali masih akan diperpanjang hingga 4 oktober mendatang tetapi akan ada penyesuaian aktivitas masyarakat selama PPKM\n\n#VaksinasiPerketatProkes\nTransisi Menuju Endemi https://t.co/e6F89WryYa,NA
twitter,8/12/2021,20:41:00,@loldep Gmn hri2 mya selama ppkm jilid 3?,NA
instagram,8/16/2021,18:41:00,"Pimpinan Cabang Gerakan Pemuda Ansor Kabupaten Sukabumi mengucapkan:\nSelamat Ualang Tahun Republik Indonesia ke 76.\n""Indonesia Tangguh, Indonesia Tumbuh"".\n\n@ansor_satu @gp.ansor @ansorjabar @deniahmadhaidar @fzayyid @peace_gove \n\n#hutri76 \n#indonesia\n#indonesiaku\n#indonesiatangguh\n#indonesiatumbuh\n#merdeka \n#hutri76 \n#ppkm \n#covid_19 \n#3m \n#patuhiprotokolkesehatan #ppkm",NA
instagram,8/24/2021,18:37:00,Ditempat penyekat an biso vaksin yo min,NA
twitter,7/26/2021,10:33:00,@Tribrata_RL #VaksinasiPatuhi3T5M\nIsoter Cegah Penyebaran\nWus,NA
twitter,7/16/2021,20:48:00,Ppkm diperpanjang wes Ndak kuat aku,NA
twitter,7/9/2021,07:41:00,Dukungan Keberlanjutan Otsus Papua Terus Bergulir Di Tengah Masyarakat. \nPPKM Basmi Covid\nrri.co.id/jayapura/daera<U+0085>,NA
instagram,10/24/2021,19:49:00,"Rezeki itu pasti,\nseiring dengan ikhtiar kita.\nIkhtiar juga perlu, asal dibarengi dengan doa.<U+2764>\n.\nSemoga yang ""Aamiinn"" kan doa ini, sahabat semua dilancarkan segala rezekinya, diberikan nikmat umur dan kesehatan.\nAamiinn Allahumma Aamiinn...<U+0001F932>\n.\n.\n.\n.\n.\n#rezeki #berkah #rezekidariAllah #ikhtiar #katun3G #gamiskatun #gamiskatun #cotton3G #gamismotiflove #motifcinta #polkalove #gamislokal #dress #esmedress #esmedressbyyasmeera #cinta #yasmeera #yasmeeradress #inspiringasyou #ppkm #ppkmdarurat #ppkmdarurat",NA
youtube,8/11/2021,22:30:00,"PPKM Dilonggarkan, Ganjil Genap Diberlakukan Aturan baru dalam penggunaan transportasi di DKI Jakarta diterapkan dalam perpanjangan PPKM level 4. Termasuk kembali menerapkan ganjil genap, di ruas jalan DKI Jakarta mulai kamis 12 Agustus 2021, mulai pukul 6 pagi hingga 8 malam, hingga sertifikat vaksin sebagai syarat perjalanan. Untuk mengelaborasinya, Mayfree Syari berdialog dengan Kepala Dinas Perhubungan DKI Jakarta, Syafrin Liputo dan Dewan Pakar Ikatan Ahli Kesehatan Masyarakat, Hermawan Saputra, melalui sambungan zoom dalam program CNN Connected.",NA
instagram,8/1/2021,15:20:00,Untung udah ganti nama<U+0001F602>,NA
youtube,10/3/2021,23:28:00,Jos bro,NA
twitter,7/25/2021,11:15:00,"@signaturechs AH IYA SHIT GUE INGETNYA 2019 mulu, <U+0001F62D> 2020 awal maret awal mulai psbb",NA
twitter,8/23/2021,10:05:00,@anakpapihcasper Hooh,NA
twitter,7/12/2021,10:42:00,"@Polresta_Solo Revisi aturan PPKM, pemerintah hanya meniadakan kegiatan keagamaan dari semula harus ditutup.\n#DisiplinSuksesPPKM\nLebih Baik Dirumah 15",NA
twitter,7/3/2021,23:53:00,"lagi ppkm, pengen peluk kamu mas",NA
twitter,7/4/2021,19:49:00,Mereka melakukan peninjauan di hari pertama PPKM Darurat ini mulai berasal dari pelaksanaan vaksinasi massal PPKM M<U+0085> https://t.co/OY3zz5p0y1,NA
twitter,9/15/2021,11:53:00,@mampedd @txtdrpemerintah kondisi MAKAM SUNAN DRAJAT LAMONGAN saat PPKM berlangsung youtu.be/MyaG_D3WdPY,NA
twitter,9/3/2021,14:01:00,Ini dia dokumen perjalanan yang perlu kamu persiapkan sebelum terbang dengan Batik Air pada masa PPKM sampai 6 September 2021. Kamu bisa melengkapi syarat tes COVID-19 dengan lebih mudah melalui bit.ly/PesanTesCovid. See you #OnboardWithBatikAir! https://t.co/Vts5lSBkdn,NA
twitter,7/14/2021,00:28:00,"Hina petugas PPKM Darurat melalui Medsos MA (33) warga Banjarwaru, Kabupaten Lumajang amankan petugas unit oprasional Satreskrim Polres Lumajang <U+0001F4F8> Efm https://t.co/hamBBQYvjb",NA
instagram,7/23/2021,13:39:00,"Siapa yang kangen makan, minum dan snacking di Lippo Malls? <U+2063>\n\nKamu bisa order via DELIVERY atau TAKEAWAY dari restaurant favoritmu di Lippo Malls loh!<U+00A0>\nApalagi lagi banyak banget promo-promo menariknya lho!! Plus kalo kamu transaksi min. Rp50.000 dari tenant kesukaanmu di Lippo Malls dan self earning struk belanjanya, kamu bisa dapat extra 10 poin Styles!<U+00A0>\nDouble untungnya kan <U+0001F60D><U+2063>\n\nTunggu apalagi? Yuk pesan-antar di Lippo Malls sekarang<U+2764><U+FE0F><U+2063>\n.\n.\n#LippoMallsIndonesia #LippoMalls #PPKM #Stayathome #LMIDelivery&TakeawayDeals #Delivery<U+00A0>#Takeaway #pickupngosunplaza\n#sunplaza #ppkm",NA
twitter,7/9/2021,14:22:00,Pingin ke Dieng berdua xixi.. habis PPKM gass kali ya.. https://t.co/XOT6a25WgA,NA
twitter,7/22/2021,10:25:00,@PolresPklKota 29,NA
twitter,7/10/2021,21:58:00,@Mc_Haribo98 Enak sih nampaknya cuman berkat ppkm ini curiga udh tutup <U+0001F972>,NA
instagram,10/19/2021,01:47:00,PPKM ( Poker Pelangi Kemenangan Maksimal )\nYuk dirumah saja bersama kami & manfaatkan gadgetmu untuk mendapatkan penghasilan tambahan di masa sulit pandemi covid-19\n\n#PPKM #aktivitasterbatas #krisisekonomi #poker #pelangi #pokerpelangi #solusi #tepat #Pokeronlineindonesia #pokeronlineterpercaya #pokeronlineuangasli #pokeronlineterbaik #bandarQ #bandarqonline #bandarqqonline #domino #dominoQQ #dominoonline #domino99 #situspoker #situsterpercaya #situsjuditerpercaya #situsresmijudionline #situsjuditerbaik #ppkm,NA
twitter,7/29/2021,11:58:00,"Peningkatan ini harus dibarengi dengan optimisme dalam berbagai bidang kehidupan masyarakat. Masyarakat juga harus memberikan dukungan dari kebijakan yang dilakukan pemerintah, seperti mematuhi protokol kesehatan, PPKM, dan mengikuti vaksinasi.",NA
instagram,7/15/2021,07:27:00,"Teruslah berusaha dan bekerja. Hasilnya seperti apa, kita serahkan seluruhnya pd Tuhan. Tetap berdoa semoga kita sehat dan bahagia.\n___\nFollow/support akun:\n@jokowipedia\n@ganjar_pranowofanbase\n@ganjar_pranowofans\n@ganjarpranowo_ri1\n.\n#ganjarpranowo #capres #sahabatganjarpranowo #jawa #jateng #JatengGayeng #gibranrakabumingraka #ganjar_pranowo  #fansganjarpranowo #fansmasganjar  #infojateng #viral #semarang #jateng #polisi #vaksin #sinovac #vaksinasi #harilahirpancasila #pilpres2024 #bhinekatunggalika #pancasila #PDIPerjuangan #capres2024 #smudge #ppkmdarurat #jokowi #jokowidodo #ppkm #ppkm",NA
twitter,8/12/2021,21:30:00,"@treasuremenfess ada 3, kebetulan bgtt teume sama exo-l jugaakk, kmrn"" rencana mau ktmu rayain anniv trejo plus exo-l tp gajadi krn ppkm plus aku beda dom sm mrk<U+0001F62D><U+0001F62D>",NA
twitter,7/8/2021,11:05:00,"Biar tau lebih dalam bagaimana peran pemerintah daeerah dalam mengoptimalkan PPKM Darurat, yuk saksikan Live Instagram di @golkar2024, Kamis 8Juli  2021 pukul 14.00 WIB.\n\n#PartaiGolkar\n#AirlanggaHartarto\n#Golkar2024\n#GolkarSolid https://t.co/WZjor0vrA8",NA
twitter,8/13/2021,12:29:00,Anggota<U+00A0>Bhabinkamtibmas Polsek Anjatan Giat Posko PPKM Mikro Darurat Level 3 di Posko Desa Anjatan<U+00A0>Utara https://t.co/PuhoaEJupH,NA
instagram,8/23/2021,21:06:00,"Hahahaha puyeng bgt di indonesia, mau pindah aja ke indomar*t <U+0001F44F>",NA
instagram,10/3/2021,10:46:00,Jawabannya A <U+2705> @lestariialusu @rinadaisy__ @langit.22 #tasobajaringan #tasopastikuat,NA
twitter,8/3/2021,16:41:00,"Kemaren malem  jam 12an gw lg BM sate, pas keluar tiba2 kang sate langganan lah kok masih buka, biasanya dah tutup jam 10an. Tumben.\n""Sate nya masih banyak, Mas. Belom abis"" <U+0001F62D>\n\nSerius deh, kalo kalian msh pny duit, beli jualan para pedagang kaki lima itu ngebantu banget!",NA
twitter,9/2/2021,21:48:00,@tpplwkindneess sip,NA
twitter,7/28/2021,16:14:00,"Walaupun ppkm, ttp aja kerja dri pagi sampe sore <U+0001F643><U+0001F643><U+0001F643>",NA
instagram,7/26/2021,22:06:00,Lb  ke @ruthsaru_,NA
twitter,8/2/2021,13:56:00,#PPKM yang sekarang udah boleh dine-in nih... \nTapi... DISKON 25% \nFenomena Cafe \nMASIH BERLANJOOOT\nYak sok atuh mari! <U+0001F618>\n\n#Senin #diskon #gelombang4 #umkm #BersatuPaduAtasiPandemi #BersatuUntukIndonesia #fenomenacafe https://t.co/Uadq1TqnbY,NA
instagram,9/28/2021,09:29:00,<U+0001F33E><U+0001F33E> Kencana Ungu Label Biru <U+0001F33E><U+0001F33E>\n\nLongdress 40 Lengan Panjang\nRayon santung.\nLd 120\nPb 135\n\nIdr. 85k\nLokasi Klaten Kota\n\nOrder : wa.me/6285729090531\n\nJangan lupa follow ig @sandangan.emakk\nBiar dapet promo menarik tiap minggunyaa yaaa <U+0001F970><U+0001F970>\n\n#dasterbabydoll \n#babydollmurah\n#dastermurah \n#dasterbatiksolo \n#dasterkekinian \n#teukuwisnu\n#shirensungkar \n#shireendress \n#kencanaunguklaten \n#babydollmurah\n#babydollkencanaunguasli \n#babydollkencanaungumurah\n#setelanonesetwanita \n#bajumenyusui\n#bajumurahklaten \n#dasterjumputanmurah \n#dasterjumputan\n#dasterkencanaungusuper \n#kencanaungu\n#jualdastermurah\n#ppkm\n#dirumahaja\n#kencanaungu\n#dasterjumbobanget #ppkm,NA
twitter,9/6/2021,20:35:00,@anissabayu88 sepertinya blm,NA
twitter,7/9/2021,14:44:00,"Polri meminta masyarakat, pekerja dan perusahaan untuk mematuhi peraturan PPKM Darurat hingga 20  Juli 2021\n\n#CegahLajunyaPandemi\nAktivitas Patuhi Prokes5M https://t.co/4ef9RZ48n5",NA
instagram,8/25/2021,13:26:00,Pemerintah wajib turun tangan untuk membantu,NA
twitter,8/23/2021,19:33:00,Semoga umur kita diperpanjang juga seperti ppkm,NA
twitter,8/28/2021,21:04:00,"@hanya_akira Ppkm,.pikiran harus di juga ya<U+0001F602>\nDibalsemin aja<U+0001F923><U+0001F923>",NA
instagram,7/5/2021,13:50:00,"PPKM Promo<U+203C><U+FE0F>\nCuma Rp. 200/pc\n\nLagi #dirumah ngga bisa makan resto? Ya udahlah delivery, untuk kesehatan dan keselamatan bersama ya...\n\nNah untuk menjaga higienis dan meghindari resiko penyakit, gunain aja sendok plastik warna STERIL dari bina anugrah ya..\n\n====================================================\n\nBagi Anda yang memiliki binis take away food & beverage, yuk sayangi pelanggan Anda dengan menyertakan sendok steril dari Bina Anugrah ya....Kita sama-sama lawan Pandemi inii! Dan semoga ini cepat berlalu..Aamiin!\n\nTERSEDIA ANEKA SENDOK GARPU & SEDOTAN Steril\n\n- Wrapping Film (Dibungkus Plastik)\n\n<U+260E> Untuk info dan pemesanan hubungi WA via link pada Bio ya...\n\nwww.sendok-plastik.com \n\n#sendokmakanpremium #sendokwarna #sendokmakanmurah #grosiralatmakan #hargagrosir #sendokplastik #garpuplastik #bisniscatering #usahacatering #jasacatering #binaanugrah #sendokplastiksteril #kulinertangerang #kulinerjogja #kulinerjakarta #grosirsendok #sendokmurah #sendokmakan #sendokgarputransparan #sendokgarpumurah #cutleryset #sendokset #alatmakan #ppkm #alatmakanmurah #lunchbox #ppkm",NA
twitter,7/15/2021,11:38:00,"@mazzini_gsp Liat divideo live facebooknya, awalnya suami dan istri itu live lagi mau makan cabe didatengin sama penertiban ppkm, si istri cuma pake tanktop item terus minta diambilin daster, nah ada ibu<U+0094> dari pihak ppkm negur dan seperti menyinggung si istri",NA
twitter,10/16/2021,13:23:00,@hideme_aby blm,NA
twitter,8/13/2021,23:44:00,pengen cari distraksi tapi bingungg ngapain belom bisa gawe juga hhh kenapa gue dibuat setres nya pas ppkm sih,NA
twitter,7/20/2021,08:18:00,"@RadioElshinta Boleh diperpanjang tp terbatas, boleh dagang namun sudah vaksin jika belum dibawa ke counter VAKSIN.",NA
instagram,7/19/2021,19:38:00,"Idul Adha adalah saat untuk merayakan semangatmu dalam berkurban, harapanmu pada ampunan, dan keteguhanmu dalam beriman. \n\nTeam Seputar Brebes Mengucapkan Selamat Hari Raya Idul Adha, mohon maaf lahir dan batin <U+0001F64F><U+0001F64F>\n\n#brebes #seputarbrebes #brebeshits #iduladha #iduladha2021 #ppkm #brebesselatan #bumiayu #tonjong #brebesberhias #losari #pejagan #tanjung #infopantura #korban #lokerbrebes #explorebrebes #jateng #ppkm",NA
twitter,8/31/2021,00:04:00,"Kalo yang diperpanjang hubungan kita ga pp malah bagus, tapi yo jangan PPKM diperpanjang lagi mau sampai kapan?.",NA
twitter,7/12/2021,14:06:00,@s_coupx Kita dilolosin PPKM sama pak lurah <U+0001F60C>,NA
twitter,7/1/2021,17:22:00,"udah ada dukungan nih buat terlaksananya PPKM Mikro, yang penting kita semua sehat yaa #PPKMDaruratLindungiKita https://t.co/tS58JJLQmu",NA
